Date,Time,Reading Index,Movement Value
12317,2015-02-06,16:26:28.690059,1
12318,2015-02-06,16:26:28.990105,2
12319,2015-02-06,16:26:29.290301,3
12320,2015-02-06,16:26:29.591711,0
12321,2015-02-06,16:26:29.891863,0
12322,2015-02-06,16:26:30.192015,0
12323,2015-02-06,16:26:30.491074,2
12324,2015-02-06,16:26:30.791098,2
12325,2015-02-06,16:26:31.091333,0
12326,2015-02-06,16:26:31.391449,0
12327,2015-02-06,16:26:31.691914,0
12328,2015-02-06,16:26:31.991759,1
12329,2015-02-06,16:26:32.291933,0
12330,2015-02-06,16:26:32.592119,0
12331,2015-02-06,16:26:32.892256,0
12332,2015-02-06,16:26:33.192427,2
12333,2015-02-06,16:26:33.492600,1
12334,2015-02-06,16:26:33.792870,0
12335,2015-02-06,16:26:34.092907,1
12336,2015-02-06,16:26:34.393228,0
12337,2015-02-06,16:26:34.693262,0
12338,2015-02-06,16:26:34.993473,0
12339,2015-02-06,16:26:35.293587,0
12340,2015-02-06,16:26:35.593826,0
12341,2015-02-06,16:26:35.892648,2
12342,2015-02-06,16:26:36.192829,3
12343,2015-02-06,16:26:36.494700,1
12344,2015-02-06,16:26:36.794824,0
12345,2015-02-06,16:26:37.094895,1
12346,2015-02-06,16:26:37.395018,1
12347,2015-02-06,16:26:37.695191,0
12348,2015-02-06,16:26:37.995487,0
12349,2015-02-06,16:26:38.293993,0
12350,2015-02-06,16:26:38.594286,1
12351,2015-02-06,16:26:38.894323,1
12352,2015-02-06,16:26:39.194791,2
12353,2015-02-06,16:26:39.494971,1
12354,2015-02-06,16:26:39.795222,1
12355,2015-02-06,16:26:40.096553,2
12356,2015-02-06,16:26:40.396842,0
12357,2015-02-06,16:26:40.695706,3
12358,2015-02-06,16:26:40.995768,1
12359,2015-02-06,16:26:41.295846,0
12360,2015-02-06,16:26:41.596260,2
12361,2015-02-06,16:26:41.896121,3
12362,2015-02-06,16:26:42.196465,0
12363,2015-02-06,16:26:42.496640,0
12364,2015-02-06,16:26:42.797014,2
12365,2015-02-06,16:26:43.097115,2
12366,2015-02-06,16:26:43.397346,0
12367,2015-02-06,16:26:43.697414,0
12368,2015-02-06,16:26:43.997466,0
12369,2015-02-06,16:26:44.297582,1
12370,2015-02-06,16:26:44.597667,1
12371,2015-02-06,16:26:44.897693,1
12372,2015-02-06,16:26:45.198111,0
12373,2015-02-06,16:26:45.498010,1
12374,2015-02-06,16:26:45.798159,2
12375,2015-02-06,16:26:46.097525,2
12376,2015-02-06,16:26:46.397495,1
12377,2015-02-06,16:26:46.697649,1
12378,2015-02-06,16:26:46.998796,1
12379,2015-02-06,16:26:47.299091,1
12380,2015-02-06,16:26:47.599157,1
12381,2015-02-06,16:26:47.899371,1
12382,2015-02-06,16:26:48.199449,0
12383,2015-02-06,16:26:48.498401,0
12384,2015-02-06,16:26:48.798556,1
12385,2015-02-06,16:26:49.098749,0
12386,2015-02-06,16:26:49.398933,0
12387,2015-02-06,16:26:49.699162,0
12388,2015-02-06,16:26:49.999257,2
12389,2015-02-06,16:26:50.299493,3
12390,2015-02-06,16:26:50.600814,1
12391,2015-02-06,16:26:50.899782,1
12392,2015-02-06,16:26:51.199877,1
12393,2015-02-06,16:26:51.500063,0
12394,2015-02-06,16:26:51.800207,1
12395,2015-02-06,16:26:52.100396,0
12396,2015-02-06,16:26:52.400542,0
12397,2015-02-06,16:26:52.700828,1
12398,2015-02-06,16:26:53.000875,1
12399,2015-02-06,16:26:53.301106,1
12400,2015-02-06,16:26:53.601205,2
12401,2015-02-06,16:26:53.901521,1
12402,2015-02-06,16:26:54.201522,0
12403,2015-02-06,16:26:54.501740,2
12404,2015-02-06,16:26:54.801867,1
12405,2015-02-06,16:26:55.102065,0
12406,2015-02-06,16:26:55.402221,1
12407,2015-02-06,16:26:55.702483,1
12408,2015-02-06,16:26:56.002507,1
12409,2015-02-06,16:26:56.301566,0
12410,2015-02-06,16:26:56.601628,0
12411,2015-02-06,16:26:56.901850,1
12412,2015-02-06,16:26:57.201923,0
12413,2015-02-06,16:26:57.503382,0
12414,2015-02-06,16:26:57.803529,0
12415,2015-02-06,16:26:58.103762,1
12416,2015-02-06,16:26:58.403860,1
12417,2015-02-06,16:26:58.703020,0
12418,2015-02-06,16:26:59.002932,0
12419,2015-02-06,16:26:59.303175,0
12420,2015-02-06,16:26:59.603286,0
12421,2015-02-06,16:26:59.903484,1
12422,2015-02-06,16:27:00.203582,1
12423,2015-02-06,16:27:00.503792,0
12424,2015-02-06,16:27:00.803923,1
12425,2015-02-06,16:27:01.104079,0
12426,2015-02-06,16:27:01.404265,1
12427,2015-02-06,16:27:01.704832,2
12428,2015-02-06,16:27:02.004976,1
12429,2015-02-06,16:27:02.306284,0
12430,2015-02-06,16:27:02.605198,0
12431,2015-02-06,16:27:02.905229,0
12432,2015-02-06,16:27:03.205655,1
12433,2015-02-06,16:27:03.505790,1
12434,2015-02-06,16:27:03.805860,0
12435,2015-02-06,16:27:04.104637,1
12436,2015-02-06,16:27:04.406329,0
12437,2015-02-06,16:27:04.706394,0
12438,2015-02-06,16:27:05.006759,1
12439,2015-02-06,16:27:05.306790,0
12440,2015-02-06,16:27:05.607048,0
12441,2015-02-06,16:27:05.906870,1
12442,2015-02-06,16:27:06.207429,1
12443,2015-02-06,16:27:06.506131,0
12444,2015-02-06,16:27:06.806399,2
12445,2015-02-06,16:27:07.106236,1
12446,2015-02-06,16:27:07.406722,1
12447,2015-02-06,16:27:07.706949,0
12448,2015-02-06,16:27:08.007980,0
12449,2015-02-06,16:27:08.308070,1
12450,2015-02-06,16:27:08.608360,1
12451,2015-02-06,16:27:08.907281,1
12452,2015-02-06,16:27:09.207719,1
12453,2015-02-06,16:27:09.507744,1
12454,2015-02-06,16:27:09.807913,0
12455,2015-02-06,16:27:10.107817,1
12456,2015-02-06,16:27:10.408061,2
12457,2015-02-06,16:27:10.708153,0
12458,2015-02-06,16:27:11.008389,1
12459,2015-02-06,16:27:11.308474,0
12460,2015-02-06,16:27:11.608797,1
12461,2015-02-06,16:27:11.908797,0
12462,2015-02-06,16:27:12.209141,0
12463,2015-02-06,16:27:12.509147,0
12464,2015-02-06,16:27:12.809362,0
12465,2015-02-06,16:27:13.109465,1
12466,2015-02-06,16:27:13.409666,2
12467,2015-02-06,16:27:13.709812,1
12468,2015-02-06,16:27:14.009959,1
12469,2015-02-06,16:27:14.308888,1
12470,2015-02-06,16:27:14.609380,1
12471,2015-02-06,16:27:14.910547,0
12472,2015-02-06,16:27:15.210609,0
12473,2015-02-06,16:27:15.510988,0
12474,2015-02-06,16:27:15.811001,0
12475,2015-02-06,16:27:16.111251,2
12476,2015-02-06,16:27:16.411302,1
12477,2015-02-06,16:27:16.710202,0
12478,2015-02-06,16:27:17.010515,0
12479,2015-02-06,16:27:17.310584,0
12480,2015-02-06,16:27:17.610701,1
12481,2015-02-06,16:27:17.911000,0
12482,2015-02-06,16:27:18.211033,1
12483,2015-02-06,16:27:18.512593,1
12484,2015-02-06,16:27:18.812632,1
12485,2015-02-06,16:27:19.111610,1
12486,2015-02-06,16:27:19.411716,0
12487,2015-02-06,16:27:19.711907,0
12488,2015-02-06,16:27:20.012021,0
12489,2015-02-06,16:27:20.312468,0
12490,2015-02-06,16:27:20.612395,0
12491,2015-02-06,16:27:20.912853,0
12492,2015-02-06,16:27:21.212739,1
12493,2015-02-06,16:27:21.513199,1
12494,2015-02-06,16:27:21.813061,0
12495,2015-02-06,16:27:22.113241,1
12496,2015-02-06,16:27:22.413375,0
12497,2015-02-06,16:27:22.713559,0
12498,2015-02-06,16:27:23.013673,1
12499,2015-02-06,16:27:23.313914,0
12500,2015-02-06,16:27:23.614036,0
12501,2015-02-06,16:27:23.914248,2
12502,2015-02-06,16:27:24.214687,0
12503,2015-02-06,16:27:24.513411,0
12504,2015-02-06,16:27:24.813448,0
12505,2015-02-06,16:27:25.113661,0
12506,2015-02-06,16:27:25.415175,0
12507,2015-02-06,16:27:25.715513,0
12508,2015-02-06,16:27:26.015533,0
12509,2015-02-06,16:27:26.315772,0
12510,2015-02-06,16:27:26.615827,1
12511,2015-02-06,16:27:26.914848,2
12512,2015-02-06,16:27:27.215053,1
12513,2015-02-06,16:27:27.515352,1
12514,2015-02-06,16:27:27.815386,2
12515,2015-02-06,16:27:28.115440,1
12516,2015-02-06,16:27:28.415575,0
12517,2015-02-06,16:27:28.717105,1
12518,2015-02-06,16:27:29.017339,1
12519,2015-02-06,16:27:29.316377,1
12520,2015-02-06,16:27:29.616489,1
12521,2015-02-06,16:27:29.916396,0
12522,2015-02-06,16:27:30.216953,0
12523,2015-02-06,16:27:30.516785,1
12524,2015-02-06,16:27:30.817140,0
12525,2015-02-06,16:27:31.117363,1
12526,2015-02-06,16:27:31.417526,0
12527,2015-02-06,16:27:31.717679,0
12528,2015-02-06,16:27:32.017714,1
12529,2015-02-06,16:27:32.317773,2
12530,2015-02-06,16:27:32.617872,1
12531,2015-02-06,16:27:32.917917,1
12532,2015-02-06,16:27:33.218126,0
12533,2015-02-06,16:27:33.518260,2
12534,2015-02-06,16:27:33.818532,0
12535,2015-02-06,16:27:34.118571,1
12536,2015-02-06,16:27:34.418886,1
12537,2015-02-06,16:27:34.718127,1
12538,2015-02-06,16:27:35.017876,2
12539,2015-02-06,16:27:35.318307,0
12540,2015-02-06,16:27:35.618193,0
12541,2015-02-06,16:27:35.919575,0
12542,2015-02-06,16:27:36.219809,1
12543,2015-02-06,16:27:36.519918,0
12544,2015-02-06,16:27:36.820141,0
12545,2015-02-06,16:27:37.118979,0
12546,2015-02-06,16:27:37.419277,0
12547,2015-02-06,16:27:37.719327,0
12548,2015-02-06,16:27:38.019511,0
12549,2015-02-06,16:27:38.319655,0
12550,2015-02-06,16:27:38.619848,0
12551,2015-02-06,16:27:38.919980,0
12552,2015-02-06,16:27:39.221468,0
12553,2015-02-06,16:27:39.520331,0
12554,2015-02-06,16:27:39.820553,1
12555,2015-02-06,16:27:40.120645,0
12556,2015-02-06,16:27:40.420942,0
12557,2015-02-06,16:27:40.720995,0
12558,2015-02-06,16:27:41.021165,0
12559,2015-02-06,16:27:41.321311,0
12560,2015-02-06,16:27:41.621488,1
12561,2015-02-06,16:27:41.921647,0
12562,2015-02-06,16:27:42.221818,1
12563,2015-02-06,16:27:42.520734,1
12564,2015-02-06,16:27:42.822140,1
12565,2015-02-06,16:27:43.122434,1
12566,2015-02-06,16:27:43.422600,2
12567,2015-02-06,16:27:43.722750,0
12568,2015-02-06,16:27:44.022853,0
12569,2015-02-06,16:27:44.323159,1
12570,2015-02-06,16:27:44.623155,0
12571,2015-02-06,16:27:44.922035,3
12572,2015-02-06,16:27:45.222203,1
12573,2015-02-06,16:27:45.522446,1
12574,2015-02-06,16:27:45.822548,2
12575,2015-02-06,16:27:46.124023,2
12576,2015-02-06,16:27:46.424138,2
12577,2015-02-06,16:27:46.724740,0
12578,2015-02-06,16:27:47.024784,1
12579,2015-02-06,16:27:47.323762,0
12580,2015-02-06,16:27:47.623549,0
12581,2015-02-06,16:27:47.923715,0
12582,2015-02-06,16:27:48.223857,1
12583,2015-02-06,16:27:48.524309,0
12584,2015-02-06,16:27:48.824275,1
12585,2015-02-06,16:27:49.124687,0
12586,2015-02-06,16:27:49.424685,1
12587,2015-02-06,16:27:49.725108,0
12588,2015-02-06,16:27:50.025142,1
12589,2015-02-06,16:27:50.325438,2
12590,2015-02-06,16:27:50.625383,0
12591,2015-02-06,16:27:50.925527,1
12592,2015-02-06,16:27:51.225783,0
12593,2015-02-06,16:27:51.526073,1
12594,2015-02-06,16:27:51.826159,1
12595,2015-02-06,16:27:52.126227,0
12596,2015-02-06,16:27:52.426524,1
12597,2015-02-06,16:27:52.725617,0
12598,2015-02-06,16:27:53.025527,0
12599,2015-02-06,16:27:53.327222,0
12600,2015-02-06,16:27:53.626999,0
12601,2015-02-06,16:27:53.927345,2
12602,2015-02-06,16:27:54.227378,1
12603,2015-02-06,16:27:54.527815,0
12604,2015-02-06,16:27:54.827792,0
12605,2015-02-06,16:27:55.126627,0
12606,2015-02-06,16:27:55.426728,0
12607,2015-02-06,16:27:55.727274,0
12608,2015-02-06,16:27:56.027247,0
12609,2015-02-06,16:27:56.327627,1
12610,2015-02-06,16:27:56.628626,3
12611,2015-02-06,16:27:56.928679,0
12612,2015-02-06,16:27:57.228875,0
12613,2015-02-06,16:27:57.528202,0
12614,2015-02-06,16:27:57.827934,0
12615,2015-02-06,16:27:58.128063,0
12616,2015-02-06,16:27:58.428731,1
12617,2015-02-06,16:27:58.728405,0
12618,2015-02-06,16:27:59.028659,0
12619,2015-02-06,16:27:59.328760,0
12620,2015-02-06,16:27:59.629050,1
12621,2015-02-06,16:27:59.929096,1
12622,2015-02-06,16:28:00.229293,0
12623,2015-02-06,16:28:00.529413,1
12624,2015-02-06,16:28:00.829611,1
12625,2015-02-06,16:28:01.129734,1
12626,2015-02-06,16:28:01.429992,1
12627,2015-02-06,16:28:01.730092,0
12628,2015-02-06,16:28:02.030307,2
12629,2015-02-06,16:28:02.330411,0
12630,2015-02-06,16:28:02.630697,0
12631,2015-02-06,16:28:02.929488,1
12632,2015-02-06,16:28:03.229689,3
12633,2015-02-06,16:28:03.531078,0
12634,2015-02-06,16:28:03.831279,4
12635,2015-02-06,16:28:04.131382,1
12636,2015-02-06,16:28:04.431726,0
12637,2015-02-06,16:28:04.731741,0
12638,2015-02-06,16:28:05.031975,0
12639,2015-02-06,16:28:05.330796,1
12640,2015-02-06,16:28:05.631115,0
12641,2015-02-06,16:28:05.931141,0
12642,2015-02-06,16:28:06.231459,0
12643,2015-02-06,16:28:06.531482,1
12644,2015-02-06,16:28:06.831677,1
12645,2015-02-06,16:28:07.133044,0
12646,2015-02-06,16:28:07.433265,1
12647,2015-02-06,16:28:07.732151,0
12648,2015-02-06,16:28:08.032371,1
12649,2015-02-06,16:28:08.332497,0
12650,2015-02-06,16:28:08.632721,0
12651,2015-02-06,16:28:08.932812,0
12652,2015-02-06,16:28:09.232992,0
12653,2015-02-06,16:28:09.533156,0
12654,2015-02-06,16:28:09.833323,3
12655,2015-02-06,16:28:10.133454,0
12656,2015-02-06,16:28:10.433645,2
12657,2015-02-06,16:28:10.733866,2
12658,2015-02-06,16:28:11.034037,1
12659,2015-02-06,16:28:11.334261,1
12660,2015-02-06,16:28:11.634293,1
12661,2015-02-06,16:28:11.934727,2
12662,2015-02-06,16:28:12.234918,1
12663,2015-02-06,16:28:12.535064,2
12664,2015-02-06,16:28:12.835236,1
12665,2015-02-06,16:28:13.133877,0
12666,2015-02-06,16:28:13.434066,2
12667,2015-02-06,16:28:13.734270,2
12668,2015-02-06,16:28:14.036018,1
12669,2015-02-06,16:28:14.336318,0
12670,2015-02-06,16:28:14.636272,0
12671,2015-02-06,16:28:14.936396,0
12672,2015-02-06,16:28:15.236604,0
12673,2015-02-06,16:28:15.535666,0
12674,2015-02-06,16:28:15.835693,2
12675,2015-02-06,16:28:16.135674,2
12676,2015-02-06,16:28:16.436030,0
12677,2015-02-06,16:28:16.736065,1
12678,2015-02-06,16:28:17.036479,1
12679,2015-02-06,16:28:17.336624,1
12680,2015-02-06,16:28:17.637693,0
12681,2015-02-06,16:28:17.936985,1
12682,2015-02-06,16:28:18.237142,1
12683,2015-02-06,16:28:18.537397,2
12684,2015-02-06,16:28:18.837467,1
12685,2015-02-06,16:28:19.137332,2
12686,2015-02-06,16:28:19.437682,1
12687,2015-02-06,16:28:19.737996,0
12688,2015-02-06,16:28:20.037762,2
12689,2015-02-06,16:28:20.337921,2
12690,2015-02-06,16:28:20.638049,0
12691,2015-02-06,16:28:20.938256,0
12692,2015-02-06,16:28:21.238337,0
12693,2015-02-06,16:28:21.538589,0
12694,2015-02-06,16:28:21.838698,1
12695,2015-02-06,16:28:22.138856,1
12696,2015-02-06,16:28:22.439043,0
12697,2015-02-06,16:28:22.739193,0
12698,2015-02-06,16:28:23.039330,0
12699,2015-02-06,16:28:23.338337,0
12700,2015-02-06,16:28:23.638458,0
12701,2015-02-06,16:28:23.938666,1
12702,2015-02-06,16:28:24.238772,1
12703,2015-02-06,16:28:24.540242,1
12704,2015-02-06,16:28:24.840413,0
12705,2015-02-06,16:28:25.140500,0
12706,2015-02-06,16:28:25.440752,0
12707,2015-02-06,16:28:25.739626,1
12708,2015-02-06,16:28:26.039779,0
12709,2015-02-06,16:28:26.339932,1
12710,2015-02-06,16:28:26.640214,1
12711,2015-02-06,16:28:26.940281,0
12712,2015-02-06,16:28:27.240549,0
12713,2015-02-06,16:28:27.540594,1
12714,2015-02-06,16:28:27.840826,2
12715,2015-02-06,16:28:28.140915,1
12716,2015-02-06,16:28:28.441152,0
12717,2015-02-06,16:28:28.741566,1
12718,2015-02-06,16:28:29.041443,0
12719,2015-02-06,16:28:29.341701,0
12720,2015-02-06,16:28:29.641871,1
12721,2015-02-06,16:28:29.941943,0
12722,2015-02-06,16:28:30.242262,0
12723,2015-02-06,16:28:30.542262,0
12724,2015-02-06,16:28:30.842728,0
12725,2015-02-06,16:28:31.141335,2
12726,2015-02-06,16:28:31.442817,0
12727,2015-02-06,16:28:31.742929,1
12728,2015-02-06,16:28:32.043084,1
12729,2015-02-06,16:28:32.343252,0
12730,2015-02-06,16:28:32.643482,0
12731,2015-02-06,16:28:32.943572,1
12732,2015-02-06,16:28:33.243989,0
12733,2015-02-06,16:28:33.542665,0
12734,2015-02-06,16:28:33.842941,1
12735,2015-02-06,16:28:34.142986,1
12736,2015-02-06,16:28:34.443227,0
12737,2015-02-06,16:28:34.743319,0
12738,2015-02-06,16:28:35.044870,1
12739,2015-02-06,16:28:35.345202,1
12740,2015-02-06,16:28:35.645386,1
12741,2015-02-06,16:28:35.943987,0
12742,2015-02-06,16:28:36.244277,1
12743,2015-02-06,16:28:36.544310,0
12744,2015-02-06,16:28:36.844888,0
12745,2015-02-06,16:28:37.144930,0
12746,2015-02-06,16:28:37.445253,1
12747,2015-02-06,16:28:37.745261,0
12748,2015-02-06,16:28:38.045590,0
12749,2015-02-06,16:28:38.345568,2
12750,2015-02-06,16:28:38.645615,1
12751,2015-02-06,16:28:38.946049,0
12752,2015-02-06,16:28:39.246263,0
12753,2015-02-06,16:28:39.546410,1
12754,2015-02-06,16:28:39.846439,1
12755,2015-02-06,16:28:40.146741,0
12756,2015-02-06,16:28:40.446768,0
12757,2015-02-06,16:28:40.747191,1
12758,2015-02-06,16:28:41.046923,0
12759,2015-02-06,16:28:41.345984,0
12760,2015-02-06,16:28:41.646203,0
12761,2015-02-06,16:28:41.947611,0
12762,2015-02-06,16:28:42.247729,1
12763,2015-02-06,16:28:42.548098,0
12764,2015-02-06,16:28:42.848124,0
12765,2015-02-06,16:28:43.148082,2
12766,2015-02-06,16:28:43.448153,0
12767,2015-02-06,16:28:43.747365,0
12768,2015-02-06,16:28:44.047278,1
12769,2015-02-06,16:28:44.347845,0
12770,2015-02-06,16:28:44.647679,1
12771,2015-02-06,16:28:44.948083,0
12772,2015-02-06,16:28:45.247866,0
12773,2015-02-06,16:28:45.549345,0
12774,2015-02-06,16:28:45.849441,1
12775,2015-02-06,16:28:46.148440,0
12776,2015-02-06,16:28:46.448547,1
12777,2015-02-06,16:28:46.748858,1
12778,2015-02-06,16:28:47.048845,1
12779,2015-02-06,16:28:47.349024,2
12780,2015-02-06,16:28:47.649204,2
12781,2015-02-06,16:28:47.949399,1
12782,2015-02-06,16:28:48.249520,2
12783,2015-02-06,16:28:48.549760,2
12784,2015-02-06,16:28:48.849843,0
12785,2015-02-06,16:28:49.150098,0
12786,2015-02-06,16:28:49.450204,1
12787,2015-02-06,16:28:49.750411,1
12788,2015-02-06,16:28:50.050510,0
12789,2015-02-06,16:28:50.350685,0
12790,2015-02-06,16:28:50.650853,1
12791,2015-02-06,16:28:50.951012,0
12792,2015-02-06,16:28:51.251209,0
12793,2015-02-06,16:28:51.550286,0
12794,2015-02-06,16:28:51.850243,0
12795,2015-02-06,16:28:52.150505,1
12796,2015-02-06,16:28:52.451976,1
12797,2015-02-06,16:28:52.752008,0
12798,2015-02-06,16:28:53.052241,1
12799,2015-02-06,16:28:53.352334,0
12800,2015-02-06,16:28:53.652573,3
12801,2015-02-06,16:28:53.951429,1
12802,2015-02-06,16:28:54.251586,0
12803,2015-02-06,16:28:54.551757,0
12804,2015-02-06,16:28:54.851981,0
12805,2015-02-06,16:28:55.152079,1
12806,2015-02-06,16:28:55.452389,0
12807,2015-02-06,16:28:55.752424,1
12808,2015-02-06,16:28:56.053900,1
12809,2015-02-06,16:28:56.352803,2
12810,2015-02-06,16:28:56.652980,0
12811,2015-02-06,16:28:56.953090,0
12812,2015-02-06,16:28:57.253270,0
12813,2015-02-06,16:28:57.554987,0
12814,2015-02-06,16:28:57.853618,1
12815,2015-02-06,16:28:58.153756,2
12816,2015-02-06,16:28:58.454230,0
12817,2015-02-06,16:28:58.754078,1
12818,2015-02-06,16:28:59.054619,0
12819,2015-02-06,16:28:59.354668,1
12820,2015-02-06,16:28:59.654851,1
12821,2015-02-06,16:28:59.955017,0
12822,2015-02-06,16:29:00.255342,1
12823,2015-02-06,16:29:00.555371,2
12824,2015-02-06,16:29:00.855441,1
12825,2015-02-06,16:29:01.155594,1
12826,2015-02-06,16:29:01.455893,1
12827,2015-02-06,16:29:01.754765,0
12828,2015-02-06,16:29:02.054903,0
12829,2015-02-06,16:29:02.354943,0
12830,2015-02-06,16:29:02.655173,0
12831,2015-02-06,16:29:02.956847,0
12832,2015-02-06,16:29:03.257024,2
12833,2015-02-06,16:29:03.557201,2
12834,2015-02-06,16:29:03.857208,1
12835,2015-02-06,16:29:04.156247,0
12836,2015-02-06,16:29:04.456418,0
12837,2015-02-06,16:29:04.756586,1
12838,2015-02-06,16:29:05.056701,1
12839,2015-02-06,16:29:05.356801,1
12840,2015-02-06,16:29:05.657012,0
12841,2015-02-06,16:29:05.957087,1
12842,2015-02-06,16:29:06.258227,0
12843,2015-02-06,16:29:06.557600,1
12844,2015-02-06,16:29:06.857382,0
12845,2015-02-06,16:29:07.157641,0
12846,2015-02-06,16:29:07.457837,0
12847,2015-02-06,16:29:07.757935,0
12848,2015-02-06,16:29:08.057961,1
12849,2015-02-06,16:29:08.358198,0
12850,2015-02-06,16:29:08.658297,1
12851,2015-02-06,16:29:08.958538,2
12852,2015-02-06,16:29:09.258628,0
12853,2015-02-06,16:29:09.557815,0
12854,2015-02-06,16:29:09.859091,0
12855,2015-02-06,16:29:10.159388,0
12856,2015-02-06,16:29:10.459318,1
12857,2015-02-06,16:29:10.759529,2
12858,2015-02-06,16:29:11.059622,0
12859,2015-02-06,16:29:11.359909,2
12860,2015-02-06,16:29:11.659965,1
12861,2015-02-06,16:29:11.958996,1
12862,2015-02-06,16:29:12.259035,0
12863,2015-02-06,16:29:12.559248,1
12864,2015-02-06,16:29:12.859364,1
12865,2015-02-06,16:29:13.159792,1
12866,2015-02-06,16:29:13.460957,0
12867,2015-02-06,16:29:13.761309,1
12868,2015-02-06,16:29:14.061301,0
12869,2015-02-06,16:29:14.360269,0
12870,2015-02-06,16:29:14.660390,0
12871,2015-02-06,16:29:14.960582,0
12872,2015-02-06,16:29:15.260690,0
12873,2015-02-06,16:29:15.560896,2
12874,2015-02-06,16:29:15.861016,3
12875,2015-02-06,16:29:16.161250,3
12876,2015-02-06,16:29:16.461372,0
12877,2015-02-06,16:29:16.761583,0
12878,2015-02-06,16:29:17.061703,2
12879,2015-02-06,16:29:17.361924,1
12880,2015-02-06,16:29:17.662056,0
12881,2015-02-06,16:29:17.962233,0
12882,2015-02-06,16:29:18.262357,0
12883,2015-02-06,16:29:18.562669,0
12884,2015-02-06,16:29:18.862674,1
12885,2015-02-06,16:29:19.162863,2
12886,2015-02-06,16:29:19.463048,1
12887,2015-02-06,16:29:19.762002,1
12888,2015-02-06,16:29:20.062097,2
12889,2015-02-06,16:29:20.363517,0
12890,2015-02-06,16:29:20.663831,0
12891,2015-02-06,16:29:20.963843,0
12892,2015-02-06,16:29:21.264081,1
12893,2015-02-06,16:29:21.564200,0
12894,2015-02-06,16:29:21.863213,0
12895,2015-02-06,16:29:22.163372,1
12896,2015-02-06,16:29:22.463678,1
12897,2015-02-06,16:29:22.763739,1
12898,2015-02-06,16:29:23.064013,1
12899,2015-02-06,16:29:23.364097,0
12900,2015-02-06,16:29:23.665910,0
12901,2015-02-06,16:29:23.965954,0
12902,2015-02-06,16:29:24.264961,2
12903,2015-02-06,16:29:24.565087,1
12904,2015-02-06,16:29:24.865021,0
12905,2015-02-06,16:29:25.165208,0
12906,2015-02-06,16:29:25.465530,2
12907,2015-02-06,16:29:25.765625,0
12908,2015-02-06,16:29:26.065991,0
12909,2015-02-06,16:29:26.365844,0
12910,2015-02-06,16:29:26.666336,2
12911,2015-02-06,16:29:26.966472,1
12912,2015-02-06,16:29:27.266794,0
12913,2015-02-06,16:29:27.566742,1
12914,2015-02-06,16:29:27.866671,0
12915,2015-02-06,16:29:28.166841,0
12916,2015-02-06,16:29:28.467245,0
12917,2015-02-06,16:29:28.767469,1
12918,2015-02-06,16:29:29.067517,1
12919,2015-02-06,16:29:29.367761,2
12920,2015-02-06,16:29:29.666554,2
12921,2015-02-06,16:29:29.966902,1
12922,2015-02-06,16:29:30.267151,0
12923,2015-02-06,16:29:30.567239,0
12924,2015-02-06,16:29:30.868214,0
12925,2015-02-06,16:29:31.168355,1
12926,2015-02-06,16:29:31.468663,0
12927,2015-02-06,16:29:31.768686,1
12928,2015-02-06,16:29:32.068008,2
12929,2015-02-06,16:29:32.367761,1
12930,2015-02-06,16:29:32.668070,0
12931,2015-02-06,16:29:32.968098,3
12932,2015-02-06,16:29:33.268337,2
12933,2015-02-06,16:29:33.568437,0
12934,2015-02-06,16:29:33.868596,1
12935,2015-02-06,16:29:34.170073,1
12936,2015-02-06,16:29:34.468944,0
12937,2015-02-06,16:29:34.769113,1
12938,2015-02-06,16:29:35.069298,0
12939,2015-02-06,16:29:35.369579,0
12940,2015-02-06,16:29:35.669608,0
12941,2015-02-06,16:29:35.969826,1
12942,2015-02-06,16:29:36.269940,1
12943,2015-02-06,16:29:36.570224,0
12944,2015-02-06,16:29:36.870308,2
12945,2015-02-06,16:29:37.170454,1
12946,2015-02-06,16:29:37.469357,0
12947,2015-02-06,16:29:37.770771,0
12948,2015-02-06,16:29:38.070912,1
12949,2015-02-06,16:29:38.371218,0
12950,2015-02-06,16:29:38.671267,2
12951,2015-02-06,16:29:38.971548,0
12952,2015-02-06,16:29:39.271621,3
12953,2015-02-06,16:29:39.572065,3
12954,2015-02-06,16:29:39.870658,3
12955,2015-02-06,16:29:40.170889,2
12956,2015-02-06,16:29:40.471008,0
12957,2015-02-06,16:29:40.771180,1
12958,2015-02-06,16:29:41.072585,2
12959,2015-02-06,16:29:41.372808,1
12960,2015-02-06,16:29:41.672928,1
12961,2015-02-06,16:29:41.973130,1
12962,2015-02-06,16:29:42.271992,0
12963,2015-02-06,16:29:42.572470,0
12964,2015-02-06,16:29:42.872328,0
12965,2015-02-06,16:29:43.172552,0
12966,2015-02-06,16:29:43.472688,1
12967,2015-02-06,16:29:43.772848,0
12968,2015-02-06,16:29:44.072994,0
12969,2015-02-06,16:29:44.373224,0
12970,2015-02-06,16:29:44.673336,0
12971,2015-02-06,16:29:44.973539,0
12972,2015-02-06,16:29:45.273661,2
12973,2015-02-06,16:29:45.574005,0
12974,2015-02-06,16:29:45.873968,2
12975,2015-02-06,16:29:46.174168,1
12976,2015-02-06,16:29:46.474322,1
12977,2015-02-06,16:29:46.774757,1
12978,2015-02-06,16:29:47.074970,0
12979,2015-02-06,16:29:47.374949,0
12980,2015-02-06,16:29:47.673737,1
12981,2015-02-06,16:29:47.975417,0
